"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.111204292E0,2.027489137E-1,-8.490676068E-2,8.727191556E-1,8.999750021E-1
3.121192292E0,3.649427502E-2,-8.611285854E-2,9.965374553E-1,1.000916658E0
3.131180292E0,5.823218771E-2,-3.646521024E-2,1.304000427E0,1.305809255E0
3.141168292E0,9.022754420E-2,4.072134370E-2,1.602724149E0,1.605778296E0
3.151156292E0,1.000726200E-1,1.448851143E-1,1.774234094E0,1.782950601E0
3.161144292E0,6.961187893E-2,2.265418554E-1,1.897957669E0,1.912697137E0
3.171132292E0,-9.159800364E-3,3.691767510E-1,2.035495875E0,2.068723963E0
3.181120292E0,-2.363163169E-2,4.910523499E-1,2.064744818E0,2.122466025E0
3.191108292E0,1.988035963E-2,4.364585419E-1,1.798417593E0,1.850728810E0
3.201096292E0,1.052358119E-1,2.612428694E-1,1.343083801E0,1.372296072E0
3.211084292E0,-1.195767478E-2,2.627856207E-1,1.094856632E0,1.126015237E0
3.221072292E0,-3.508546835E-1,1.356790661E-1,9.975028306E-1,1.066076787E0
3.231060292E0,-6.671975653E-1,1.141745601E-1,1.174658847E0,1.355732949E0
3.241048292E0,-9.044022936E-1,2.204202957E-1,1.604271907E0,1.854782189E0
3.251036292E0,-9.977963609E-1,2.422491760E-1,2.039515836E0,2.283398145E0
3.261024292E0,-1.069360214E0,2.608396856E-1,2.384503899E0,2.626295385E0
3.271012292E0,-1.116512088E0,2.362265622E-1,2.428215929E0,2.683027176E0
3.281000292E0,-9.881869736E-1,8.233108046E-2,2.204224885E0,2.417002119E0
3.290988292E0,-6.659045266E-1,-5.766560622E-2,1.932174405E0,2.044517570E0
3.300976292E0,-3.033099132E-1,-5.421627888E-2,1.646858348E0,1.675433892E0
3.310964292E0,-1.280681657E-1,-6.832471490E-3,1.197873462E0,1.204719457E0
3.320952292E0,-1.293133120E-1,7.159241309E-2,6.033741832E-1,6.212147867E-1
3.330940292E0,-2.597039736E-1,3.154742048E-1,1.171624142E-1,4.250848846E-1
3.340928292E0,-4.689268148E-1,5.728372456E-1,-9.426881075E-2,7.462717175E-1
3.350916292E0,-6.411583060E-1,6.983348657E-1,-8.500799060E-2,9.518308235E-1
3.360904292E0,-6.649136429E-1,7.508589421E-1,1.209356225E-1,1.010210240E0
3.370892292E0,-6.061812121E-1,6.913836958E-1,4.899411231E-1,1.041877815E0
3.380881292E0,-5.514311007E-1,5.699849738E-1,7.384091967E-1,1.083608449E0
3.390869292E0,-4.904925887E-1,4.323066899E-1,7.229602683E-1,9.747530985E-1
3.400857292E0,-4.948352792E-1,3.246835695E-1,6.394895107E-1,8.713370232E-1
3.410845292E0,-4.989975100E-1,2.000068254E-1,1.624350661E-1,5.615927313E-1
3.420833292E0,-4.051466290E-1,8.159720007E-2,-3.259080130E-1,5.263249253E-1
3.430821292E0,-2.385584866E-1,8.421572942E-2,-6.675023514E-1,7.138359964E-1
3.440809292E0,-1.228881722E-1,7.885671973E-2,-9.435453093E-1,9.547762229E-1
3.450797292E0,-1.177811044E-2,6.901658669E-2,-1.003345953E0,1.005785820E0
3.460785292E0,4.179562340E-2,1.168772162E-1,-1.038378961E0,1.045771497E0
3.470773292E0,8.221348747E-2,1.709438612E-1,-1.100001597E0,1.116236702E0
3.480761292E0,1.201612592E-1,1.074517239E-1,-1.166638806E0,1.177722677E0
3.490749292E0,1.685880180E-1,3.436781399E-2,-1.303903947E0,1.315206665E0
3.500737292E0,2.238290580E-1,-6.674019255E-2,-1.512613878E0,1.530540573E0
3.510725292E0,2.834665463E-1,-1.519679654E-1,-1.705128191E0,1.735197307E0
3.520713292E0,3.018926029E-1,-2.287093087E-1,-1.909243380E0,1.946447373E0
3.530701292E0,2.844230412E-1,-2.877946188E-1,-2.112983177E0,2.151376331E0
3.540689292E0,2.998373980E-1,-2.878669050E-1,-2.205996006E0,2.244813622E0
3.550677292E0,3.117200366E-1,-2.363212140E-1,-2.297093287E0,2.330161940E0
3.560665292E0,2.964394531E-1,-1.748864195E-1,-2.408012629E0,2.432485649E0
3.570653292E0,3.270550174E-1,-9.867158141E-2,-2.451972581E0,2.475655591E0
3.580641292E0,3.592975878E-1,-5.408045903E-2,-2.403436598E0,2.430746168E0
3.590629292E0,4.306218878E-1,-1.384763192E-2,-2.233042887E0,2.274226792E0
3.600617292E0,5.363368059E-1,4.896162372E-2,-2.004468795E0,2.075560059E0
3.610605292E0,6.542580425E-1,5.785300948E-2,-1.786617327E0,1.903523583E0
3.620593292E0,7.120332840E-1,4.585240334E-2,-1.680309684E0,1.825523069E0
3.630581292E0,7.649239808E-1,7.072572783E-4,-1.579093797E0,1.754607197E0
3.640569292E0,7.372868968E-1,-1.548598520E-2,-1.367359686E0,1.553545717E0
3.650557292E0,6.595514537E-1,7.758787394E-2,-1.033088985E0,1.228129004E0
3.660545292E0,5.607911043E-1,1.259329453E-1,-5.825417233E-1,8.183523866E-1
3.670533292E0,4.950348885E-1,1.759762674E-1,-1.785254341E-1,5.548860407E-1
3.680521292E0,5.177601652E-1,1.571753129E-1,-1.397835374E-2,5.412717082E-1
3.690509292E0,5.874264141E-1,1.541629370E-1,5.838152468E-2,6.101183537E-1
3.700497292E0,6.400790562E-1,2.669294876E-1,3.810922801E-2,6.945537148E-1
3.710485292E0,7.371614740E-1,3.228758297E-1,-2.551181120E-1,8.442399488E-1
3.720473292E0,6.972196555E-1,3.915616832E-1,-5.576208901E-1,9.748727388E-1
3.730461292E0,5.008870012E-1,4.813915437E-1,-8.224167287E-1,1.076566246E0
3.740449292E0,3.095688459E-1,4.982905085E-1,-7.972655153E-1,9.898275624E-1
3.750437292E0,1.522839251E-1,4.174471242E-1,-5.088013172E-1,6.755229646E-1
3.760425292E0,-7.908885419E-2,2.338570146E-1,-7.178217351E-2,2.570930387E-1
3.770413292E0,-3.468975803E-1,1.419484690E-3,5.010976106E-1,6.094577602E-1
3.780401292E0,-5.194313360E-1,-2.828667317E-1,1.045776274E0,1.201445178E0
3.790389292E0,-4.239517496E-1,-5.209786189E-1,1.483160868E0,1.628164601E0
3.800377292E0,-1.874796044E-1,-5.478715717E-1,1.473643940E0,1.583331400E0
3.810365292E0,-2.192905589E-1,-5.647558089E-1,1.583334782E0,1.695283606E0
3.820353292E0,-6.330607894E-1,-6.228176370E-1,2.254893347E0,2.423471019E0
3.830341292E0,-1.187690098E0,-5.928677599E-1,3.282370175E0,3.540629028E0
3.840329417E0,-1.334297482E0,-6.055564006E-1,4.188417875E0,4.437329447E0
3.850317417E0,-1.172936988E0,-5.218430566E-1,4.895342739E0,5.060877580E0
3.860306417E0,-9.664780891E-1,-4.537227019E-1,5.222963401E0,5.330974665E0
3.870294417E0,-8.111137685E-1,-3.989289557E-1,4.755579666E0,4.840721829E0
3.880282417E0,-6.346697970E-1,-4.309493319E-1,3.650609105E0,3.730344477E0
3.890270417E0,-3.791901809E-1,-5.508666252E-1,2.463635437E0,2.552790395E0
3.900258417E0,-2.192922948E-1,-6.053614325E-1,1.485732474E0,1.619244440E0
3.910246417E0,-2.025158291E-1,-7.211428075E-1,7.286151105E-1,1.044959133E0
3.920234417E0,-2.000715467E-1,-9.199039932E-1,1.959665090E-1,9.615897530E-1
3.930222417E0,-2.203011587E-1,-1.125556488E0,8.412739992E-2,1.149994534E0
3.940210417E0,-3.771382467E-1,-1.337877586E0,4.379938745E-1,1.457390931E0
3.950198417E0,-5.168437238E-1,-1.437545570E0,9.306755877E-1,1.788804559E0
3.960186417E0,-6.691515586E-1,-1.467724219E0,1.264893079E0,2.049861628E0
3.970174417E0,-7.587023972E-1,-1.418956540E0,1.326009931E0,2.085034611E0
3.980162417E0,-6.898463166E-1,-1.208527382E0,1.248493393E0,1.869535270E0
3.990150417E0,-5.214709179E-1,-1.037303585E0,9.866579998E-1,1.523622215E0
4.000138417E0,-2.801891089E-1,-9.828478079E-1,5.402990985E-1,1.156035841E0
4.010126417E0,-4.800819866E-2,-9.024094163E-1,-5.782136142E-2,9.055334624E-1
4.020114417E0,8.661725398E-2,-8.663309263E-1,-6.184646773E-1,1.067956169E0
4.030102417E0,1.728254952E-1,-8.978627676E-1,-1.106616552E0,1.435488208E0
4.040090417E0,2.665916282E-1,-9.231135298E-1,-1.404037516E0,1.701332134E0
4.050078417E0,3.642657477E-1,-8.983754953E-1,-1.628810332E0,1.895465949E0
4.060066417E0,4.502681669E-1,-9.088808222E-1,-1.789201797E0,2.056708254E0
4.070054417E0,5.292573992E-1,-9.886262456E-1,-1.916658234E0,2.220602178E0
4.080042417E0,5.774819814E-1,-9.635465875E-1,-1.988855560E0,2.284174666E0
4.090030417E0,6.346776176E-1,-9.684011652E-1,-2.067377234E0,2.369528460E0
4.100018417E0,7.132151525E-1,-9.700007442E-1,-2.187902967E0,2.497297878E0
4.110006417E0,7.683330537E-1,-9.800724269E-1,-2.304727412E0,2.619665262E0
4.119994417E0,8.221331388E-1,-9.266356002E-1,-2.497259266E0,2.787626280E0
4.129982417E0,7.953565456E-1,-8.893969495E-1,-2.604484338E0,2.864778810E0
4.139970417E0,7.647006172E-1,-9.105207469E-1,-2.579651797E0,2.840496164E0
4.149958417E0,7.515702559E-1,-9.071201525E-1,-2.463652979E0,2.730807723E0
4.159946417E0,6.882663989E-1,-8.457839566E-1,-2.271754963E0,2.519907091E0
4.169934417E0,6.406697711E-1,-8.490512346E-1,-2.058680086E0,2.317220199E0
4.179922417E0,6.875968927E-1,-9.158788430E-1,-1.788132926E0,2.123450706E0
4.189910417E0,8.102861682E-1,-9.587134252E-1,-1.498113368E0,1.954491947E0
4.199898417E0,8.569320387E-1,-9.742806137E-1,-1.292293131E0,1.831277360E0
4.209886417E0,8.300021023E-1,-9.830789921E-1,-1.133303245E0,1.714562346E0
4.219874417E0,8.055535050E-1,-9.126448942E-1,-9.273175317E-1,1.530279372E0
4.229862417E0,8.012807983E-1,-8.575776444E-1,-7.415058821E-1,1.388279982E0
4.239850417E0,8.080422261E-1,-8.106524963E-1,-5.947922248E-1,1.289909880E0
4.249838417E0,8.393189827E-1,-7.259980430E-1,-4.161282116E-1,1.185197115E0
4.259826417E0,8.284162644E-1,-6.761400045E-1,-3.038055378E-1,1.111636909E0
4.269814417E0,7.044735651E-1,-6.930024243E-1,-4.300334752E-2,9.891332832E-1
4.279802417E0,5.471601482E-1,-6.784143522E-1,3.035032368E-1,9.229000356E-1
4.289790417E0,3.275424559E-1,-6.156505586E-1,5.890069896E-1,9.128192069E-1
4.299778417E0,7.191103153E-2,-5.730271339E-1,8.439947087E-1,1.022672167E0
4.309766417E0,4.770397900E-2,-5.367302504E-1,1.304122049E0,1.411059655E0
4.319754417E0,1.256038750E-1,-4.726946875E-1,1.843997809E0,1.907759031E0
4.329742417E0,-9.796278924E-3,-4.701486636E-1,2.202819799E0,2.252454394E0
4.339730417E0,-1.132855275E-1,-4.281780805E-1,2.426289271E0,2.466383933E0
4.349718417E0,-8.314459261E-2,-4.292462938E-1,2.362107309E0,2.402231534E0
4.359706417E0,-6.091325942E-2,-4.150127091E-1,2.051366973E0,2.093812893E0
4.369694417E0,-7.644598581E-2,-4.684718283E-1,1.742977803E0,1.806455497E0
4.379682417E0,-1.654375565E-1,-5.300998002E-1,1.632695807E0,1.724549501E0
4.389670417E0,-2.797470594E-1,-6.202137988E-1,1.776830842E0,1.902643271E0
4.399658417E0,-3.308748207E-1,-5.493718576E-1,2.186019579E0,2.278150386E0
4.409646417E0,-4.071900116E-1,-4.470219755E-1,2.639720829E0,2.708091284E0
4.419634417E0,-5.505431280E-1,-3.675607999E-1,2.982500982E0,3.055079506E0
4.429622417E0,-6.184863120E-1,-2.501468092E-1,3.242488655E0,3.310412576E0
4.439610417E0,-5.184560570E-1,-4.876855597E-2,3.014311590E0,3.058962147E0
4.449598417E0,-3.252852480E-1,9.708256401E-2,2.421317384E0,2.444997626E0
4.459586417E0,-1.464348548E-1,1.518445160E-1,1.622974226E0,1.636626183E0
4.469574417E0,-2.983209226E-2,4.028081082E-2,7.088854355E-1,7.106553722E-1
4.479562417E0,-5.714264587E-2,-1.116014928E-1,-1.063053042E-1,1.643806341E-1
4.489550417E0,-1.356857356E-1,-1.577162900E-1,-6.088465923E-1,6.434121696E-1
4.499538417E0,-1.145583202E-1,-1.296655885E-1,-7.860464627E-1,8.048638487E-1
4.509526417E0,-8.519945037E-2,-1.095032195E-1,-6.202878392E-1,6.356153749E-1
4.519514417E0,-1.620553991E-1,-1.220982682E-1,-1.710702342E-1,2.653958637E-1
4.529502417E0,-2.753193650E-1,-1.822064757E-1,4.236869073E-1,5.371317789E-1
4.539490417E0,-3.512040546E-1,-2.207011814E-1,1.048389979E0,1.127463901E0
4.549479417E0,-4.188512599E-1,-2.071237274E-1,1.522988008E0,1.593056524E0
4.559467417E0,-3.693254165E-1,-1.813560712E-1,1.741020740E0,1.788978620E0
4.569455417E0,-2.946906971E-1,-1.245731022E-1,1.649517077E0,1.680258210E0
4.579443417E0,-2.282364882E-1,-8.895624988E-2,1.244657035E0,1.268533107E0
4.589431417E0,-1.680250774E-1,-1.030540330E-1,5.579582745E-1,5.917516341E-1
4.599419417E0,-6.701632731E-2,-1.710238950E-1,-2.710617149E-1,3.274367329E-1
4.609407417E0,1.640131200E-1,-2.574590448E-1,-1.027220719E0,1.071619275E0
4.619395417E0,3.608140266E-1,-3.812535902E-1,-1.623809794E0,1.706546017E0
4.629383417E0,4.765583448E-1,-5.072671540E-1,-2.066135285E0,2.180216237E0
4.639371417E0,5.010640987E-1,-5.961226856E-1,-2.441562783E0,2.562743903E0
4.649359417E0,5.735777224E-1,-5.892344463E-1,-2.741879872E0,2.862532772E0
4.659347417E0,6.865997232E-1,-5.549381876E-1,-2.887670254E0,3.019605118E0
4.669335417E0,7.407359500E-1,-5.408154807E-1,-2.919928758E0,3.060580841E0
4.679323417E0,7.512762871E-1,-5.553740975E-1,-2.823996999E0,2.974527778E0
4.689311417E0,7.012755767E-1,-5.625255346E-1,-2.720801829E0,2.865481636E0
4.699299417E0,7.012194434E-1,-5.683756008E-1,-2.601606923E0,2.753746196E0
4.709287417E0,6.875063340E-1,-5.639445808E-1,-2.489077842E0,2.643143385E0
4.719275417E0,6.978833876E-1,-5.609287331E-1,-2.378234514E0,2.541196897E0
4.729263417E0,7.071897429E-1,-5.429449636E-1,-2.203204545E0,2.376766045E0
4.739251417E0,6.512601019E-1,-4.793382939E-1,-2.055010958E0,2.208387411E0
4.749239417E0,5.808251269E-1,-3.881178559E-1,-1.862607742E0,1.989296584E0
4.759227417E0,5.406977690E-1,-3.384081906E-1,-1.573234887E0,1.697628401E0
4.769215417E0,5.992091018E-1,-2.783175979E-1,-1.216276989E0,1.384139425E0
4.779203417E0,7.616070747E-1,-2.751926997E-1,-8.616281569E-1,1.182446379E0
4.789191417E0,9.120829037E-1,-2.954565910E-1,-5.901957285E-1,1.125842271E0
4.799179417E0,9.761755501E-1,-3.781400941E-1,-2.658085763E-1,1.080075384E0
4.809167417E0,9.622717483E-1,-3.958572306E-1,3.082125843E-2,1.040970612E0
4.819155417E0,8.428237306E-1,-3.416784652E-1,2.210387850E-1,9.359242272E-1
4.829143417E0,6.603881903E-1,-2.977144933E-1,2.870105803E-1,7.791800527E-1
4.839130708E0,5.638105334E-1,-2.594574038E-1,1.934814423E-1,6.501042458E-1
4.849118708E0,4.839449497E-1,-2.760279013E-1,2.315205038E-2,5.576110957E-1
4.859106708E0,3.518484909E-1,-2.810963409E-1,-3.798468232E-2,4.519461799E-1
4.869094708E0,1.394028836E-1,-3.463005430E-1,1.230254173E-1,3.930553185E-1
4.879082708E0,-3.906981591E-3,-4.918859801E-1,4.850394022E-1,6.908185751E-1
4.889070708E0,-1.341418514E-1,-5.469116416E-1,1.168849638E0,1.297426629E0
4.899058708E0,-3.698154862E-1,-6.429802253E-1,2.029872608E0,2.161150127E0
4.909046708E0,-6.061783616E-1,-7.759372115E-1,2.965097330E0,3.124313194E0
4.919034708E0,-7.087809165E-1,-9.182066926E-1,3.468002315E0,3.656844811E0
4.929022708E0,-7.060876890E-1,-1.072411803E0,3.396100273E0,3.630719483E0
4.939010708E0,-7.473740747E-1,-1.165428432E0,3.106301156E0,3.400867288E0
4.948998708E0,-9.494318475E-1,-1.229294060E0,3.102636706E0,3.469717459E0
4.958986708E0,-1.190793946E0,-1.360420649E0,3.441839533E0,3.887800655E0
4.968974708E0,-1.182596661E0,-1.330823359E0,3.834664251E0,4.227797961E0
4.978962708E0,-7.354031432E-1,-1.327476120E0,3.863160072E0,4.150544106E0
4.988950708E0,-2.553642980E-1,-1.205454231E0,3.551718071E0,3.759392515E0
4.998938708E0,-1.311028889E-2,-1.183676715E0,2.922948845E0,3.153552346E0
5.008926708E0,7.930719288E-2,-1.154598366E0,2.101819088E0,2.399381274E0
5.018914708E0,1.607666362E-1,-1.022020206E0,1.183830789E0,1.572204360E0
5.028902708E0,9.877252811E-2,-8.603107792E-1,1.813531476E-1,8.847483333E-1
5.038890708E0,5.427719043E-2,-8.515694111E-1,-6.899281776E-1,1.097322817E0
5.048878708E0,1.286136470E-1,-9.072386317E-1,-1.214794135E0,1.521626825E0
5.058866708E0,2.373741513E-1,-9.041412154E-1,-1.422274981E0,1.701964731E0
5.068854708E0,4.727725285E-1,-7.117143915E-1,-1.359694571E0,1.605870656E0
5.078842708E0,4.191026171E-1,-8.304360388E-1,-1.185285577E0,1.506709301E0
5.088830708E0,2.396476950E-1,-8.122627464E-1,-8.270909929E-1,1.183757280E0
5.098818708E0,1.575006008E-1,-5.734516783E-1,-2.939529794E-1,6.633714049E-1
5.108806708E0,1.555945181E-1,-3.738365799E-1,3.035897756E-1,5.060930689E-1
5.118794708E0,-2.196194647E-1,-6.763882188E-1,6.940089494E-1,9.936710491E-1
5.128782708E0,-5.999380669E-1,-8.222044748E-1,7.789432651E-1,1.281677999E0
5.138770708E0,-5.173011588E-1,-6.706026913E-1,8.073706734E-1,1.170109338E0
5.148758708E0,-3.721121264E-1,-5.839024069E-1,5.580132383E-1,8.892627449E-1
5.158746708E0,-3.442508381E-1,-5.375808376E-1,1.265512884E-2,6.384841022E-1
5.168734708E0,-1.832379976E-1,-4.190709325E-1,-6.782559657E-1,8.180634237E-1
5.178722708E0,1.142364492E-1,-3.250508477E-1,-1.339670196E0,1.383265793E0
5.188710708E0,3.109100145E-1,-2.633296127E-1,-1.888430216E0,1.931884107E0
5.198698708E0,3.705735046E-1,-2.831013877E-1,-2.235485854E0,2.283608574E0
5.208686708E0,3.943781043E-1,-3.391508601E-1,-2.408658746E0,2.464182289E0
5.218674708E0,4.268427958E-1,-3.373096450E-1,-2.484178460E0,2.543052337E0
5.228662708E0,4.280338736E-1,-3.549980205E-1,-2.525577332E0,2.586073752E0
5.238650708E0,4.283932215E-1,-4.091295330E-1,-2.507890674E0,2.576901892E0
5.248638708E0,5.063641977E-1,-4.230334809E-1,-2.423925242E0,2.512125714E0
5.258626708E0,5.426261441E-1,-4.373587207E-1,-2.334617209E0,2.436424285E0
5.268614708E0,5.319173707E-1,-4.525747108E-1,-2.274418370E0,2.379230732E0
5.278602708E0,5.389083382E-1,-4.599436643E-1,-2.191483802E0,2.303165566E0
5.288590708E0,4.925385294E-1,-4.075140204E-1,-2.066368589E0,2.162993534E0
5.298578708E0,4.467111229E-1,-3.296996034E-1,-1.904244595E0,1.983532237E0
5.308566708E0,4.090050239E-1,-3.552656402E-1,-1.664612834E0,1.750552676E0
5.318554708E0,4.190555470E-1,-4.116593309E-1,-1.381009426E0,1.500752475E0
5.328542708E0,5.283494362E-1,-3.881982917E-1,-1.075067900E0,1.259214847E0
5.338530708E0,6.349410347E-1,-4.120554432E-1,-8.356144792E-1,1.127471225E0
5.348518708E0,6.747277558E-1,-4.058765077E-1,-6.433065730E-1,1.016777572E0
5.358506708E0,6.152500243E-1,-3.295549945E-1,-5.754081202E-1,9.045626521E-1
5.368494708E0,5.203983193E-1,-2.795665631E-1,-5.661630875E-1,8.182374445E-1
5.378482708E0,3.924067521E-1,-2.476953823E-1,-4.863456702E-1,6.722114046E-1
5.388470708E0,3.290435093E-1,-1.838214766E-1,-2.481745434E-1,4.512766006E-1
5.398458708E0,2.914244972E-1,-5.914582886E-2,1.634928274E-1,3.393469777E-1
5.408446708E0,1.604972806E-1,-3.378437150E-2,6.186184591E-1,6.399918427E-1
5.418434708E0,-2.847126245E-2,-4.794102877E-2,1.010698827E0,1.012235681E0
5.428422708E0,-2.708561853E-1,-9.473046670E-2,1.380180876E0,1.409693649E0
5.438410708E0,-4.674699079E-1,-1.664006843E-1,1.713935267E0,1.784318190E0
5.448398708E0,-5.637518419E-1,-1.754631559E-1,1.893452389E0,1.983372232E0
5.458386708E0,-5.048959984E-1,-1.818613803E-1,1.800054814E0,1.878347908E0
5.468374708E0,-2.812954386E-1,-1.543251242E-1,1.627679481E0,1.659000862E0
5.478362708E0,-1.127574326E-1,-1.075185283E-1,1.263037173E0,1.272610456E0
5.488350708E0,-1.701847282E-1,-1.640848215E-1,8.520942718E-1,8.842801131E-1
5.498338708E0,-4.754139351E-1,-2.184704321E-1,8.424241465E-1,9.916784671E-1
5.508326708E0,-8.399180299E-1,-1.761073546E-1,1.352287318E0,1.601610779E0
5.518314708E0,-1.091781728E0,-1.719625924E-2,2.117227671E0,2.382212430E0
5.528302708E0,-1.104601602E0,1.325010130E-1,2.933348703E0,3.137233786E0
5.538290708E0,-9.103711313E-1,2.044181110E-1,3.573586072E0,3.693383243E0
5.548278708E0,-6.311882917E-1,2.061799867E-1,3.789429021E0,3.847165340E0
5.558266708E0,-2.579171924E-1,1.421527561E-1,3.410123650E0,3.422816384E0
5.568254708E0,-7.034529336E-3,9.713158926E-2,2.563725151E0,2.565574143E0
5.578242708E0,-3.019231729E-2,-8.394792695E-3,1.628485227E0,1.628786721E0
5.588230708E0,-1.603660654E-1,-3.120198525E-2,8.002043259E-1,8.167115782E-1
5.598218708E0,-2.922191704E-1,-7.168607818E-2,1.253227884E-1,3.259397776E-1
5.608206708E0,-4.399127115E-1,-2.717562910E-2,-4.354737246E-1,6.195958952E-1
5.618194708E0,-5.345627972E-1,9.218404083E-2,-5.487863320E-1,7.716357429E-1
5.628182708E0,-5.701909420E-1,2.573157514E-1,-2.300440818E-1,6.665203567E-1
5.638170708E0,-5.852057147E-1,3.340396262E-1,3.407792366E-1,7.551017736E-1
5.648158708E0,-5.834480417E-1,3.300670644E-1,1.166477423E0,1.345371868E0
5.658146708E0,-5.538479742E-1,2.745131618E-1,1.873627989E0,1.972963988E0
5.668134708E0,-4.907793946E-1,2.888669434E-1,2.246983234E0,2.318025491E0
5.678122708E0,-3.342946744E-1,2.595254142E-1,2.008012208E0,2.052125580E0
5.688110708E0,-1.227471081E-1,2.331471261E-1,1.235723659E0,1.263502036E0
5.698098708E0,3.157967884E-2,1.173968510E-1,2.121989644E-1,2.445561228E-1
5.708086708E0,7.199342245E-2,-3.904732240E-2,-8.578356528E-1,8.617364757E-1
5.718074708E0,1.203859476E-1,-1.717073614E-1,-1.737259811E0,1.749870808E0
5.728062708E0,1.279051381E-1,-2.403273242E-1,-2.371969807E0,2.387542191E0
5.738050708E0,1.528939816E-1,-2.375633088E-1,-2.782443177E0,2.796748635E0
5.748038708E0,2.204495318E-1,-2.337753728E-1,-3.001895612E0,3.019043919E0
5.758026708E0,2.723799697E-1,-2.332790173E-1,-3.080760518E0,3.101563366E0
5.768014708E0,4.174551641E-1,-2.258500567E-1,-3.011887334E0,3.049055981E0
5.778002708E0,5.865385510E-1,-1.633673315E-1,-2.909166373E0,2.972198739E0
5.787990708E0,7.134829549E-1,-1.622127988E-1,-2.823130442E0,2.916408135E0
5.797978708E0,7.708501339E-1,-2.117151804E-1,-2.767822798E0,2.880950588E0
5.807966708E0,7.945677562E-1,-2.005271179E-1,-2.834158291E0,2.950254609E0
5.817954708E0,8.124852329E-1,-1.864874781E-1,-2.847412759E0,2.966929263E0
5.827942708E0,7.792679317E-1,-2.108110912E-1,-2.878530471E0,2.989588182E0
5.837931583E0,7.041044596E-1,-1.726573147E-1,-2.872803708E0,2.962865975E0
5.847919583E0,5.876828145E-1,-4.475060519E-2,-2.803007249E0,2.864301546E0
5.857907583E0,4.824409362E-1,7.524584480E-2,-2.643512163E0,2.688227623E0
5.867895583E0,4.837254963E-1,2.053712072E-1,-2.298630520E0,2.357937649E0
5.877883583E0,6.528006971E-1,3.465634485E-1,-1.791256508E0,1.937744785E0
5.887871583E0,7.963027713E-1,4.542292170E-1,-1.148935776E0,1.469855674E0
5.897859583E0,9.347579674E-1,4.888260956E-1,-6.584567088E-1,1.243498551E0
5.907847583E0,1.077675028E0,4.964895661E-1,-2.700548244E-1,1.216887408E0
5.917835583E0,1.109068144E0,4.895726389E-1,-8.395490706E-2,1.215220944E0
5.927823583E0,9.955730302E-1,4.773552838E-1,-1.140247983E-1,1.109970892E0
5.937811583E0,8.812865690E-1,4.186998902E-1,-1.329054576E-1,9.847027345E-1
5.947799583E0,7.426494513E-1,4.066508983E-1,-1.171191448E-1,8.547573075E-1
5.957787583E0,6.570180745E-1,3.689870454E-1,-5.346635520E-2,7.554355307E-1
5.967775583E0,6.049136820E-1,3.388150106E-1,1.945807189E-1,7.201234826E-1
5.977763583E0,5.194151100E-1,3.285193795E-1,6.007949764E-1,8.594600880E-1
5.987751583E0,2.981859799E-1,3.089969151E-1,1.095741316E0,1.176878500E0
5.997740583E0,5.999751236E-2,3.028196607E-1,1.615928332E0,1.645151610E0
6.007728583E0,-2.226491630E-1,2.176491175E-1,2.098343503E0,2.121317809E0
6.017716583E0,-6.076778801E-1,8.253108264E-2,2.502060415E0,2.576119195E0
6.027704583E0,-9.094147461E-1,-6.612453099E-2,2.808175018E0,2.952499715E0
6.037692583E0,-1.059161939E0,-1.577678551E-1,2.858605499E0,3.052595635E0
